FDM train: iteration: 500, fdm_loss: 0.036547
FDM train: iteration: 1000, fdm_loss: 0.032339
FDM train: iteration: 1500, fdm_loss: 0.032057
FDM train: iteration: 2000, fdm_loss: 0.016693
FDM train: iteration: 2500, fdm_loss: 0.009290
FDM train: iteration: 3000, fdm_loss: 0.002686
FDM train: iteration: 3500, fdm_loss: 0.004241
FDM train: iteration: 4000, fdm_loss: 0.001739
FDM train: iteration: 4500, fdm_loss: 0.002059
FDM train: iteration: 5000, fdm_loss: 0.001117
FDM train: iteration: 5500, fdm_loss: 0.001017
FDM train: iteration: 6000, fdm_loss: 0.000904
FDM train: iteration: 6500, fdm_loss: 0.000503
FDM train: iteration: 7000, fdm_loss: 0.000372
FDM train: iteration: 7500, fdm_loss: 0.000302
FDM train: iteration: 8000, fdm_loss: 0.000349
FDM train: iteration: 8500, fdm_loss: 0.000301
FDM train: iteration: 9000, fdm_loss: 0.000276
FDM train: iteration: 9500, fdm_loss: 0.000251
FDM train: iteration: 10000, fdm_loss: 0.000251
FDM train: iteration: 10500, fdm_loss: 0.000263
FDM train: iteration: 11000, fdm_loss: 0.000281
FDM train: iteration: 11500, fdm_loss: 0.000208
FDM train: iteration: 12000, fdm_loss: 0.000262
FDM train: iteration: 12500, fdm_loss: 0.000204
FDM train: iteration: 13000, fdm_loss: 0.000225
FDM train: iteration: 13500, fdm_loss: 0.000188
FDM train: iteration: 14000, fdm_loss: 0.000205
FDM train: iteration: 14500, fdm_loss: 0.000227
FDM train: iteration: 15000, fdm_loss: 0.000208
FDM train: iteration: 15500, fdm_loss: 0.000164
FDM train: iteration: 16000, fdm_loss: 0.000188
FDM train: iteration: 16500, fdm_loss: 0.000178
FDM train: iteration: 17000, fdm_loss: 0.000212
FDM train: iteration: 17500, fdm_loss: 0.000185
FDM train: iteration: 18000, fdm_loss: 0.000144
FDM train: iteration: 18500, fdm_loss: 0.000175
FDM train: iteration: 19000, fdm_loss: 0.000194
FDM train: iteration: 19500, fdm_loss: 0.000191
FDM train: iteration: 20000, fdm_loss: 0.000201
FDM train: iteration: 20500, fdm_loss: 0.000193
FDM train: iteration: 21000, fdm_loss: 0.000175
FDM train: iteration: 21500, fdm_loss: 0.000233
FDM train: iteration: 22000, fdm_loss: 0.000203
FDM train: iteration: 22500, fdm_loss: 0.000191
FDM train: iteration: 23000, fdm_loss: 0.000214
FDM train: iteration: 23500, fdm_loss: 0.000144
FDM train: iteration: 24000, fdm_loss: 0.000126
FDM train: iteration: 24500, fdm_loss: 0.000200
FDM train: iteration: 25000, fdm_loss: 0.000201
FDM train: iteration: 25500, fdm_loss: 0.000222
FDM train: iteration: 26000, fdm_loss: 0.000214
FDM train: iteration: 26500, fdm_loss: 0.000155
FDM train: iteration: 27000, fdm_loss: 0.000117
FDM train: iteration: 27500, fdm_loss: 0.000130
FDM train: iteration: 28000, fdm_loss: 0.000146
FDM train: iteration: 28500, fdm_loss: 0.000144
FDM train: iteration: 29000, fdm_loss: 0.000133
FDM train: iteration: 29500, fdm_loss: 0.000211
FDM train: iteration: 30000, fdm_loss: 0.000162
FDM train: iteration: 30500, fdm_loss: 0.000177
